id,popularity,budget,revenue,original_title,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
1933,1.406682,17000000.0,209947037.0,The Others,101,8/2/01,872,7.1,2001,20935297.9837953,258547281.200582
12589,1.213215,25000000.0,80936232.0,Jimmy Neutron: Boy Genius,83,12/21/01,139,5.5,2001,30787202.917346,99672007.917976
2294,1.20913,22000000.0,33788161.0,Jay and Silent Bob Strike Back,104,8/22/01,244,6.3,2001,27092738.5672645,41609718.7564383
9778,1.195555,28000000.0,77516304.0,Serendipity,90,10/5/01,310,6.6,2001,34481667.2674276,95460407.2260274
10992,1.134012,60000000.0,93375151.0,Cats & Dogs,87,7/4/01,182,5.0,2001,73889287.0016306,114990388.850993
1903,1.131878,68000000.0,203388341.0,Vanilla Sky,136,12/10/01,628,6.3,2001,83741191.9351813,250470325.015575
2140,1.065364,25000000.0,64437847.0,Kiss of the Dragon,98,7/6/01,152,6.3,2001,30787202.917346,79354442.845836
1535,1.063015,92000000.0,143049560.0,Spy Game,126,11/18/01,342,6.5,2001,113296906.735833,176163833.238282
9705,1.062734,102000000.0,147080413.0,Swordfish,99,6/7/01,606,6.0,2001,125611787.902772,181127780.807922
9889,1.061903,40000000.0,141069860.0,Shallow Hal,114,11/1/01,394,5.5,2001,49259524.6677537,173725856.213664
9989,0.976997,30000000.0,17833000.0,AntiTrust,108,1/12/01,82,5.6,2001,36944643.5008153,21961127.5850013
2114,0.974222,137000000.0,85131830.0,Final Fantasy: The Spirits Within,106,7/2/01,257,5.6,2001,168713871.987056,104838836.9974
2057,0.945429,42000000.0,35402320.0,Original Sin,118,8/3/01,115,5.8,2001,51722500.9011414,43597536.3833927
10808,0.913069,70000000.0,176104344.0,Dr. Dolittle 2,87,6/22/01,233,4.9,2001,86204168.168569,216870406.934164
8007,0.90472,40000000.0,91753202.0,Behind Enemy Lines,106,11/17/01,270,5.9,2001,49259524.6677537,112992977.931609
8922,0.899763999999999,10000000.0,59217789.0,Jeepers Creepers,90,7/1/01,384,6.0,2001,12314881.1669384,72926003.4503834
768,0.875298999999999,35000000.0,74558115.0,From Hell,122,10/19/01,399,6.4,2001,43102084.0842845,91817432.625593
2100,0.865406999999999,72000000.0,27642707.0,The Last Castle,131,10/19/01,154,7.1,2001,88667144.4019567,34041665.1837497
2043,0.844235,60000000.0,105178561.0,Along Came a Spider,104,4/6/01,215,5.8,2001,73889287.0016306,129526148.002458
39939,0.813396,3000000.0,18492362.0,Super Troopers,100,1/18/01,224,6.7,2001,3694464.35008153,22773124.0526008
2018,0.798104,35000000.0,94728529.0,The Wedding Planner,103,1/26/01,245,5.4,2001,43102084.0842845,116657057.775388
9896,0.787835,48000000.0,85498534.0,Rat Race,112,7/30/01,261,5.9,2001,59111429.6013044,105290428.615744
5279,0.781747,19800000.0,87754044.0,Gosford Park,137,11/7/01,107,6.6,2001,24383464.7105381,108068062.377828
11470,0.774598,11000000.0,16000000.0,Jason X,91,7/24/01,138,4.3,2001,13546369.2836322,19703809.8671014
6073,0.746989,57000000.0,147845033.0,The Mexican,123,3/1/01,258,5.7,2001,70194822.651549,182069401.251709
10866,0.742951,23000000.0,36642838.0,Joy Ride,97,10/5/01,166,6.2,2001,28324226.6839584,45125219.5589376
10950,0.731548,22000000.0,40270895.0,I Am Sam,132,12/28/01,292,7.2,2001,27092738.5672645,49593128.6411255
12508,0.693522,57000000.0,16991902.0,Rock Star,105,9/4/01,100,5.9,2001,70194822.651549,20925325.3930263
167,0.676114,48000000.0,50315140.0,K-PAX,120,10/22/01,330,7.0,2001,59111429.6013044,61962496.999787
12103,0.65104,50000000.0,100020092.0,Don't Say a Word,113,9/28/01,106,6.1,2001,61574405.8346921,123173554.728624
9290,0.635377,21150000.0,39438674.0,Crocodile Dundee in Los Angeles,92,4/12/01,75,4.8,2001,26045973.6680747,48568258.3691624
12149,0.625438,11000000.0,13110448.0,Frailty,100,11/17/01,136,6.8,2001,13546369.2836322,16145360.9165325
5852,0.612923,53000000.0,29700000.0,Angel Eyes,102,5/15/01,51,5.6,2001,65268870.1847737,36575197.0658071
11313,0.589432,31000000.0,24185781.0,Hearts in Atlantis,101,9/7/01,60,6.3,2001,38176131.6175091,29784501.8944597
2176,0.578314999999999,30000000.0,23619609.0,The Glass House,106,9/14/01,108,5.3,2001,36944643.5008153,29087267.8044549
2749,0.572909,60000000.0,56359980.0,15 Minutes,120,3/1/01,84,5.7,2001,73889287.0016306,69406645.6271026
20857,0.565877,32000000.0,40222729.0,Hardball,106,9/14/01,62,6.4,2001,39407619.7342029,49533812.7844968
9397,0.561179,80000000.0,98376292.0,Evolution,101,6/8/01,362,5.4,2001,98519049.3355074,121149234.562403
8489,0.554186,107000000.0,87713825.0,Ali,157,12/11/01,253,6.7,2001,131769228.486241,108018533.157263
10972,0.530702999999999,1500000.0,373967.0,Session 9,100,8/10/01,94,6.0,2001,1847232.17504076,460535.916535646
11371,0.526992,68000000.0,71069884.0,The Score,124,7/13/01,217,6.6,2001,83741191.9351813,87521717.6008099
1365,0.522846,4000000.0,44909486.0,Monster's Ball,111,11/11/01,107,6.4,2001,4925952.46677537,55305498.3358285
10956,0.521071,17700000.0,30987695.0,Joe Dirt,91,4/10/01,122,5.5,2001,21797339.665481,38160978.1562332
10877,0.510452,50000000.0,79958599.0,Exit Wounds,101,3/13/01,52,5.0,2001,61574405.8346921,98468064.4959882
2575,0.509877999999999,21000000.0,28008462.0,The Tailor of Panama,109,2/11/01,45,5.7,2001,25861250.4505707,34492088.119871
1921,0.499611,40000000.0,65754228.0,Sweet November,119,2/16/01,157,6.5,2001,49259524.6677537,80975550.4043776
8386,0.499301,12000000.0,31155435.0,How High,93,12/21/01,126,6.5,2001,14777857.4003261,38367547.9729274
10646,0.493288,11000000.0,23430766.0,Tomcats,95,3/30/01,37,4.8,2001,13546369.2836322,28854709.8940341
11086,0.472538,72000000.0,37317558.0,The Majestic,152,12/21/01,82,6.5,2001,88667144.4019567,45956129.2210332
12138,0.471789,62000000.0,18720175.0,3000 Miles to Graceland,125,2/23/01,85,5.4,2001,76352263.2350183,23053673.0549291
23949,0.467091,100000.0,490475.0,Tape,86,1/26/01,28,6.6,2001,123148.811669384,604014.134035412
14752,0.453846,2079000.0,4099000.0,Dil Chahta Hai,183,7/24/01,32,7.3,2001,2560263.7946065,5047869.79032806
10016,0.451722,28000000.0,14010832.0,Ghosts of Mars,98,8/24/01,135,4.6,2001,34481667.2674276,17254173.1129938
10878,0.447612,22000000.0,19351569.0,Saving Silverman,90,2/9/01,75,5.2,2001,27092738.5672645,23831227.2628809
11091,0.443923,48000000.0,35743308.0,Riding in Cars with Boys,132,10/19/01,54,6.4,2001,59111429.6013044,44017459.0533279
12610,0.439101,75000000.0,13596911.0,Osmosis Jones,95,8/7/01,128,5.6,2001,92361608.7520382,16744434.3202438
24940,0.421293,14000000.0,10424470.0,Head Over Heels,86,2/2/01,43,5.3,2001,17240833.6337138,12837610.9278314
9799,0.414311,38000000.0,207283925.0,The Fast and the Furious,106,6/22/01,2505,6.4,2001,46796548.434366,255267690.419157
441,0.40848,6000000.0,705308.0,Human Nature,96,5/18/01,30,5.7,2001,7388928.70016306,868578.420609101
9816,0.405522,13000000.0,91038276.0,Save the Last Dance,112,1/12/01,194,6.4,2001,16009345.5170199,112112555.058294
10054,0.386262,35000000.0,147934180.0,Spy Kids,88,3/18/01,467,5.5,2001,43102084.0842845,182179184.722848
5955,0.38279,35000000.0,29400000.0,The Pledge,123,1/9/01,84,6.1,2001,43102084.0842845,36205750.630799
3172,0.381751,75000000.0,67631903.0,Bandits,123,10/12/01,173,6.1,2001,92361608.7520382,83287884.8538907
11090,0.380227,22000000.0,84772742.0,The Animal,84,6/1/01,145,4.5,2001,27092738.5672645,104396624.392553
7501,0.379856,15000000.0,12000000.0,Knockaround Guys,92,9/7/01,46,5.7,2001,18472321.7504076,14777857.4003261
10691,0.541416,13000000.0,16929123.0,Crazy/Beautiful,99,6/29/01,57,6.6,2001,16009345.5170199,20848013.8005484
10477,0.20867,94000000.0,54744738.0,Driven,116,4/27/01,90,4.8,2001,115759882.969221,67417494.2985179
14369,0.348262,24000000.0,14782676.0,Out Cold,89,11/21/01,28,6.1,2001,29555714.8006522,18204689.8269352
13496,0.328665,35000000.0,13678913.0,American Outlaws,94,8/17/01,26,5.8,2001,43102084.0842845,16845418.8087889
9740,0.324227,87000000.0,351692268.0,Hannibal,131,2/8/01,772,6.3,2001,107139466.152364,433104848.775106
11456,0.323191,75000000.0,54249294.0,Domestic Disturbance,89,10/30/01,50,5.4,2001,92361608.7520382,66807360.9000306
19405,0.501163,10000000.0,44460850.0,Recess: School's Out,83,1/27/01,42,6.5,2001,12314881.1669384,54753008.4331074
26602,0.299969,34000000.0,19693891.0,Summer Catch,108,8/22/01,35,4.8,2001,41870595.9675906,24252792.7379638
2171,0.274314,5000000.0,295206.0,Wet Hot American Summer,97,7/27/01,163,6.5,2001,6157440.58346921,363542.680976722
4012,0.353327,1500000.0,416925.0,The Believer,98,1/19/01,78,6.8,2001,1847232.17504076,513438.18305258
34549,0.269944,12000000.0,17292381.0,Max Keeble's Big Move,86,10/5/01,18,5.3,2001,14777857.4003261,21295361.7108424
23685,0.263042,75000000.0,5409517.0,Monkeybone,93,2/23/01,37,4.0,2001,92361608.7520382,6661755.90255333
50035,0.251798,250000.0,4186931.0,Lovely & Amazing,91,8/31/01,10,6.3,2001,307872.02917346,5156155.77191707
17708,0.239869,11000000.0,23978402.0,Corky Romano,86,10/12/01,20,4.4,2001,13546369.2836322,29529117.1203078
331,0.167033,93000000.0,368780809.0,Jurassic Park III,92,7/18/01,1366,5.6,2001,114528394.852527,454149183.948242
1722,0.20688,57000000.0,62112895.0,Captain Corelli's Mandolin,131,8/17/01,67,5.6,2001,70194822.651549,76491292.0859524
15647,0.195196,1000000.0,10013424.0,Kissing Jessica Stein,97,4/21/01,22,5.9,2001,1231488.11669384,12331412.6634169
11370,0.191566,40000000.0,27053815.0,The Musketeer,104,9/7/01,32,5.1,2001,49259524.6677537,33316451.6837336
35080,0.189393,7000000.0,3646994.0,The Cat's Meow,114,8/3/01,19,5.7,2001,8620416.8168569,4491229.77265374
18734,0.185009,700000.0,1667192.0,L.I.E. Long Island Expressway,97,1/20/01,13,5.2,2001,862041.68168569,2053127.13624704
20794,0.164669,6000000.0,2025238.0,Novocaine,95,11/23/01,12,5.9,2001,7388928.70016306,2494056.5304768
16723,0.26321,11000000.0,13276953.0,Sugar & Spice,81,1/24/01,31,5.4,2001,13546369.2836322,16350409.8454026
11380,0.148963,10000000.0,7316658.0,Bones,96,10/24/01,17,4.0,2001,12314881.1669384,9010377.38091294
13408,0.12891,7000000.0,10229331.0,The Wash,93,11/16/01,15,5.6,2001,8620416.8168569,12597299.5682279
19058,0.128169,15000000.0,163169.0,Down,111,5/11/01,10,3.7,2001,18472321.7504076,200940.684512817
15745,0.126065,5000000.0,5476060.0,Made,94,7/13/01,19,5.8,2001,6157440.58346921,6743702.81630248
16161,0.089976,16000000.0,29381649.0,Baby Boy,130,6/27/01,29,7.4,2001,19703809.8671014,36183151.5923695
155,8.46666799999999,185000000.0,1001921825.0,The Dark Knight,152,7/16/08,8432,8.1,2008,187365527.254695,1014733032.48168
10681,5.678119,180000000.0,521311860.0,WALLÂ·E,98,6/22/08,4209,7.6,2008,182301594.08565,527977683.854196
1726,4.977955,140000000.0,585174222.0,Iron Man,126,4/30/08,6220,7.3,2008,141790128.733283,592656630.491278
8681,3.647612,25000000.0,226830568.0,Taken,93,2/18/08,3075,7.2,2008,25319665.8452291,229730967.409741
217,3.16167,185000000.0,786636033.0,Indiana Jones and the Kingdom of the Crystal Skull,122,5/21/08,1537,5.6,2008,187365527.254695,796694459.895067
8966,3.107665,37000000.0,392616625.0,Twilight,122,11/20/08,2013,5.8,2008,37473105.4509392,397636870.011266
10764,3.086676,200000000.0,586090727.0,Quantum of Solace,106,10/30/08,2149,6.0,2008,202557326.761833,593584854.505097
9502,3.036644,130000000.0,631744560.0,Kung Fu Panda,90,6/4/08,1938,6.8,2008,131662262.395191,639822446.349653
13523,2.90047,19000000.0,18755936.0,Sex Drive,109,10/16/08,167,5.9,2008,19242946.0423741,18995761.2853801
11631,2.543535,52000000.0,609841637.0,Mamma Mia!,108,6/30/08,805,6.2,2008,52664904.9580767,617639458.693902
4922,2.537342,150000000.0,333932083.0,The Curious Case of Benjamin Button,166,11/24/08,1899,7.2,2008,151917995.071375,338201950.262453
1735,2.511394,145000000.0,401128639.0,The Mummy: Tomb of the Dragon Emperor,112,7/1/08,826,5.1,2008,146854061.902329,406257724.017262
1724,2.349544,150000000.0,163712074.0,The Incredible Hulk,114,6/12/08,1868,6.1,2008,151917995.071375,165805400.340377
13223,2.245306,33000000.0,269958228.0,Gran Torino,116,12/9/08,1809,7.6,2008,33421958.9157025,273410085.005207
10527,2.217084,150000000.0,603900354.0,Madagascar: Escape 2 Africa,89,10/30/08,1147,6.1,2008,151917995.071375,611622206.683824
11253,2.188028,85000000.0,160388063.0,Hellboy II: The Golden Army,120,7/11/08,927,6.4,2008,86086863.8737792,162438886.428942
8247,2.017536,85000000.0,222231186.0,Jumper,88,2/10/08,1082,5.9,2008,86086863.8737792,225072774.796359
88751,1.996757,45000000.0,101702060.0,Journey to the Center of the Earth,93,7/10/08,704,5.7,2008,45575398.5214125,103002486.998857
8909,1.982998,75000000.0,258270008.0,Wanted,110,6/12/08,1670,6.3,2008,75958997.5356875,261572412.016186
12405,1.929591,15000000.0,377910544.0,Slumdog Millionaire,120,5/12/08,1547,7.5,2008,15191799.5071375,382742747.738751
13387,1.886872,30000000.0,108979549.0,Transporter 3,104,11/26/08,719,5.9,2008,30383599.014275,110373030.585751
2253,1.845165,75000000.0,200276000.0,Valkyrie,121,12/25/08,725,6.6,2008,75958997.5356875,202836855.872764
7840,1.841839,105000000.0,266000000.0,"10,000 BC",109,2/22/08,586,5.2,2008,106342596.549962,269401244.593238
8960,1.800286,150000000.0,624029371.0,Hancock,92,7/1/08,1764,6.0,2008,151917995.071375,632008606.053142
12162,1.742288,15000000.0,42000000.0,The Hurt Locker,131,10/10/08,1207,7.2,2008,15191799.5071375,42537038.619985
9029,1.682909,35000000.0,170000000.0,What Happens in Vegas,99,5/7/08,573,5.8,2008,35447532.1833208,172173727.747558
2454,1.628345,225000000.0,419651413.0,The Chronicles of Narnia: Prince Caspian,150,5/15/08,891,6.1,2008,227876992.607062,425017341.94553
7446,1.622426,92000000.0,188072649.0,Tropic Thunder,107,8/9/08,970,6.4,2008,93176370.3104434,190477465.092283
13027,1.611632,80000000.0,178066569.0,Eagle Eye,118,9/25/08,645,6.2,2008,81022930.7047334,180343441.011457
14574,1.61062,12500000.0,20416563.0,The Boy in the Striped Pyjamas,94,5/7/08,746,7.6,2008,12659832.9226145,20677622.1147228
7555,1.605544,50000000.0,113244290.0,Rambo,92,1/24/08,570,6.2,2008,50639331.6904583,114692303.267209
10483,1.583079,45000000.0,73762516.0,Death Race,105,8/22/08,743,5.9,2008,45575398.5214125,74705690.2809348
8328,1.561177,23000000.0,150816700.0,Step Up 2: The Streets,98,2/14/08,369,6.4,2008,23294092.5776108,152745137.915207
10200,1.559851,80000000.0,233093859.0,The Day the Earth Stood Still,103,12/10/08,585,5.1,2008,81022930.7047334,236074344.818198
11321,1.531599,55000000.0,168167691.0,Seven Pounds,123,12/18/08,1235,7.4,2008,55703264.8595042,170317989.68335
7191,1.499784,25000000.0,170764026.0,Cloverfield,85,1/15/08,1373,6.4,2008,25319665.8452291,172947523.068241
13053,1.480497,150000000.0,309979994.0,Bolt,96,11/20/08,1119,6.3,2008,151917995.071375,313943594.671445
9870,1.475988,30000000.0,105173115.0,Forgetting Sarah Marshall,111,4/17/08,750,6.3,2008,30383599.014275,106517925.108074
6972,1.468543,130000000.0,49554002.0,Australia,165,11/18/08,411,6.3,2008,131662262.395191,50187630.8773527
10201,1.462377,70000000.0,225990978.0,Yes Man,104,12/9/08,1032,6.3,2008,70895064.3666417,228880641.879861
14306,1.462242,60000000.0,244082376.0,Marley & Me,115,12/25/08,820,6.8,2008,60767198.02855,247203367.961183
12113,1.446456,70000000.0,113280098.0,Body of Lies,128,10/10/08,530,6.5,2008,70895064.3666417,114728569.130992
4944,1.435434,37000000.0,163720069.0,Burn After Reading,96,9/5/08,738,6.3,2008,37473105.4509392,165813497.569514
6557,1.400898,30000000.0,160259319.0,27 Dresses,111,1/10/08,610,6.1,2008,30383599.014275,162308496.226559
2309,1.380024,60000000.0,57490374.0,Inkheart,106,12/11/08,302,5.8,2008,60767198.02855,58225482.35989
8065,1.377239,35000000.0,69823199.0,21,123,3/27/08,907,6.5,2008,35447532.1833208,70716002.6769976
8848,1.354387,20000000.0,64822796.0,The Bank Job,112,2/28/08,413,6.4,2008,20255732.6761833,65651661.3549383
12133,1.351237,65000000.0,128107642.0,Step Brothers,98,7/25/08,678,6.6,2008,65831131.1975958,129745707.506409
8676,1.34132,70000000.0,111231041.0,Fool's Gold,112,2/7/08,281,5.3,2008,70895064.3666417,112653311.589479
8456,1.300453,20000000.0,41627431.0,Never Back Down,115,3/4/08,276,6.5,2008,20255732.6761833,42159705.7166133
10189,1.273395,27000000.0,101624843.0,Pineapple Express,111,8/6/08,719,6.6,2008,27345239.1128475,102924282.653355
12163,1.254928,6000000.0,44703995.0,The Wrestler,109,9/7/08,539,7.0,2008,6076719.802855,45275608.6138718
10202,1.22837,80000000.0,212874442.0,Bedtime Stories,99,12/24/08,599,5.8,2008,81022930.7047334,215596389.537184
13056,1.210534,20500000.0,10089373.0,Punisher: War Zone,102,12/5/08,147,5.5,2008,20762125.9930879,10218382.1179151
13051,1.172718,35000000.0,85416905.0,Max Payne,100,10/16/08,359,5.3,2008,35447532.1833208,86509099.6853474
13515,1.169851,35000000.0,72436439.0,Mirrors,110,8/15/08,238,6.0,2008,35447532.1833208,73362657.2199331
7461,1.14205499999999,40000000.0,151161491.0,Vantage Point,90,2/1/08,455,6.2,2008,40511465.3523667,153094337.631464
10358,1.133017,24000000.0,42105111.0,Zack and Miri Make a Porno,102,9/18/08,439,6.0,2008,24306879.21142,42643493.6358513
11665,1.121487,80000000.0,230685453.0,Get Smart,110,6/19/08,637,5.9,2008,81022930.7047334,233635143.412612
15373,1.103468,28000000.0,92380927.0,Role Models,99,2/3/08,328,6.3,2008,28358025.7466566,93562168.0845004
9381,1.064766,70000000.0,72108608.0,Babylon A.D.,101,8/20/08,436,5.4,2008,70895064.3666417,73030634.3649848
8321,1.054819,15000000.0,32002538.0,In Bruges,107,2/8/08,794,7.3,2008,15191799.5071375,32411742.7343699
3580,1.043504,55000000.0,113020255.0,Changeling,141,1/30/08,642,7.1,2008,55703264.8595042,114465403.613703
8204,1.019335,90000000.0,162839667.0,The Spiderwick Chronicles,95,2/14/08,276,6.2,2008,91150797.042825,164921838.191535
13335,1.01377,12000000.0,43493123.0,Harold & Kumar Escape from Guantanamo Bay,107,4/25/08,317,6.0,2008,12153439.60571,44049253.637018
1266,0.95684,20000000.0,65569869.0,Street Kings,109,4/10/08,173,6.2,2008,20255732.6761833,66408286.903818
12182,0.951793,9000000.0,32973937.0,Nick and Norah's Infinite Playlist,89,10/3/08,213,6.4,2008,9115079.7042825,33395562.6576655
12193,0.943042,80000000.0,163733697.0,Four Christmases,88,11/26/08,221,5.3,2008,81022930.7047334,165827299.82576
13001,0.938555,7000000.0,8900000.0,Stargate: The Ark of Truth,97,3/11/08,106,6.8,2008,7089506.43666417,9013801.04090159
12620,0.931752,25000000.0,70442940.0,The House Bunny,97,8/22/08,299,5.6,2008,25319665.8452291,71343668.0782211
12180,0.900342,8500000.0,68282844.0,Star Wars: The Clone Wars,98,8/5/08,261,6.0,2008,8608686.38737792,69155951.7216765
11917,0.892309,10800000.0,113857533.0,Saw V,92,10/23/08,437,5.9,2008,10938095.645139,115313387.580886
12177,0.885215,62000000.0,41819064.0,The Love Guru,87,6/20/08,144,4.5,2008,62792771.2961683,42353789.0576101
7459,0.879116,120000000.0,93945766.0,Speed Racer,135,5/9/08,194,5.6,2008,121534396.0571,95147016.1077637
5038,0.866771,15000000.0,96408652.0,Vicky Cristina Barcelona,96,8/15/08,563,6.7,2008,15191799.5071375,97641394.1291594
12222,0.865104999999999,85000000.0,297138014.0,Horton Hears a Who!,88,3/3/08,558,6.2,2008,86086863.8737792,300937408.975801
1729,0.826564,55000000.0,127906624.0,The Forbidden Kingdom,104,4/18/08,243,6.2,2008,55703264.8595042,129542119.162854
13389,0.822759,60000000.0,73174566.0,Righteous Kill,101,9/11/08,195,5.8,2008,60767198.02855,74110222.3795867
6687,0.802785,15000000.0,5926410.0,Transsiberian,111,1/18/08,71,6.3,2008,15191799.5071375,6002188.83447298
13291,0.798582,22000000.0,23530831.0,Traitor,114,8/23/08,98,6.2,2008,22281305.9438016,23831711.1192224
10661,0.787623,90000000.0,201596308.0,You Don't Mess With the Zohan,113,6/5/08,606,5.6,2008,91150797.042825,204174046.167676
13813,0.785951,32000000.0,51155219.0,Defiance,137,12/31/08,344,6.6,2008,32409172.2818933,51809322.0527807
8090,0.774511,35000000.0,32483410.0,Untraceable,101,1/22/08,119,5.8,2008,35447532.1833208,32898763.468543
10665,0.764367,9000000.0,82391145.0,The Strangers,90,5/29/08,241,5.9,2008,9115079.7042825,83444650.400233
10139,0.759672999999999,20000000.0,54586584.0,Milk,128,11/26/08,325,7.1,2008,20255732.6761833,55284562.6605013
10529,0.749838,50000000.0,7033683.0,Outlander,115,4/24/08,167,6.0,2008,50639331.6904583,7123620.12885076
8836,0.748854,30000000.0,68369434.0,The X Files: I Want to Believe,104,7/24/08,312,5.4,2008,30383599.014275,69243648.916298
14359,0.743689,20000000.0,50907234.0,Doubt,104,11/27/08,197,6.7,2008,20255732.6761833,51558166.1593956
13600,0.721663,55000000.0,17869048.0,City of Ember,90,10/7/08,358,6.1,2008,55703264.8595042,18097532.9732944
10761,0.720175,40000000.0,84601681.0,Made of Honor,101,5/2/08,240,5.8,2008,40511465.3523667,85683451.714587
13018,0.715969,25000000.0,17741298.0,Deception,107,4/24/08,107,5.8,2008,25319665.8452291,17968149.4808253
13809,0.714882,18000000.0,25739015.0,RockNRolla,114,9/4/08,508,6.8,2008,18230159.408565,26068130.3594136
9030,0.709809,12000000.0,56309766.0,The Eye,98,2/1/08,171,5.6,2008,12153439.60571,57029778.3577219
11671,0.702302,13000000.0,14894347.0,Elegy,112,8/8/08,37,6.3,2008,13166226.2395191,15084795.5609156
13184,0.696406,45000000.0,42487390.0,Bangkok Dangerous,99,8/21/08,231,5.0,2008,45575398.5214125,43030660.6974372
7278,0.68675,30000000.0,84646831.0,Meet the Spartans,84,1/24/08,182,4.0,2008,30383599.014275,85729179.0311034
8988,0.68078,25000000.0,11207130.0,Stop-Loss,113,3/28/08,37,6.1,2008,25319665.8452291,11350431.4673617
8338,0.666414,25000000.0,19844979.0,Blindness,121,5/14/08,187,6.3,2008,25319665.8452291,20098729.4794236
8285,0.66173,60000000.0,39031337.0,The Spirit,103,12/25/08,205,4.6,2008,60767198.02855,39530416.4133012
14637,0.651467,11500000.0,186702.0,Nothing But the Truth,108,12/19/08,58,6.1,2008,11647046.2888054,189089.290105439
12690,0.646243999999999,20000000.0,20211394.0,Appaloosa,115,9/26/08,154,6.2,2008,20255732.6761833,20469829.6938508
17436,0.645064,18000000.0,382174.0,The Informers,98,11/5/08,29,4.3,2008,18230159.408565,387060.718989384
8645,0.642656,60000000.0,163403799.0,The Happening,91,6/11/08,490,4.8,2008,60767198.02855,165493183.540839
13460,0.634961,30000000.0,22211426.0,Doomsday,105,3/14/08,162,5.8,2008,30383599.014275,22495435.3706414
18032,0.634256,12000000.0,7070330.0,The Secret of Moonacre,103,9/6/08,52,5.7,2008,12153439.60571,7160735.72061997
8885,0.630893,2000000.0,11125849.0,Vals Im Bashir,90,6/4/08,168,7.7,2008,2025573.26761833,11268111.156979
4564,0.620489,65000000.0,415252786.0,Sex and the City,145,5/12/08,309,6.1,2008,65831131.1975958,420562471.312818
10186,0.615524,15000000.0,8762890.0,The Rocker,102,8/20/08,78,5.4,2008,15191799.5071375,8874937.86554001
10199,0.6067,60000000.0,50877145.0,The Tale of Despereaux,100,10/29/08,174,5.7,2008,60767198.02855,51527692.4223709
11918,0.598695,35000000.0,25871834.0,Superhero Movie,85,3/27/08,170,4.9,2008,35447532.1833208,26202647.6673295
12837,0.595488,11000000.0,38105395.0,The Secret Life of Bees,114,9/17/08,80,7.2,2008,11140652.9719008,38592634.7320186
17606,0.593722,15000000.0,1143856.0,The Other Man,90,12/25/08,25,5.1,2008,15191799.5071375,1158482.06780241
14405,0.589940999999999,20000000.0,149281606.0,Beverly Hills Chihuahua,91,10/3/08,118,5.1,2008,20255732.6761833,151190415.230366
4148,0.579469999999999,35000000.0,75225693.0,Revolutionary Road,119,12/19/08,430,6.5,2008,35447532.1833208,76187576.3894318
13090,0.576989,5000000.0,16174377.0,Sunshine Cleaning,102,1/18/08,111,6.2,2008,5063933.16904583,16381192.8357904
16353,0.531905,8500000.0,8936663.0,Ong Bak 2,98,12/4/08,88,6.2,2008,8608686.38737792,9050932.83725693
13150,0.527397999999999,30000000.0,31148328.0,Pride and Glory,130,9/9/08,118,6.3,2008,30383599.014275,31546610.2639038
13827,0.518011,6000000.0,69497.0,"Surfer, Dude",85,9/5/08,13,5.0,2008,6076719.802855,70385.6326898357
8780,0.517412,30000000.0,63833449.0,Baby Mama,99,4/23/08,130,5.8,2008,30383599.014275,64649663.9371391
13991,0.513438,7000000.0,6230276.0,College,94,8/28/08,16,4.8,2008,7089506.43666417,6309940.25774204
12568,0.505290999999999,20000000.0,13204291.0,Brideshead Revisited,133,7/25/08,30,6.0,2008,20255732.6761833,13373129.4337266
21755,0.499165,20000000.0,5530764.0,The Brothers Bloom,114,9/9/08,110,6.8,2008,20255732.6761833,5601483.85395292
11260,0.498026,60000000.0,50650079.0,Meet Dave,90,7/8/08,205,5.1,2008,60767198.02855,51297723.0125784
13812,0.481188,12000000.0,40855419.0,Quarantine,89,10/10/08,165,5.3,2008,12153439.60571,41377822.2818731
14011,0.480116,3500000.0,5231128.0,Justice League: The New Frontier,75,2/26/08,66,6.3,2008,3544753.21833208,5298016.51814488
10362,0.45518,12000000.0,3148182.0,Two Lovers,110,11/19/08,76,6.5,2008,12153439.60571,3188436.65039861
13944,0.453602,25000000.0,2000000.0,Passengers,93,9/26/08,111,5.5,2008,25319665.8452291,2025573.26761833
10188,0.451304,27000000.0,44352417.0,The Sisterhood of the Traveling Pants 2,117,8/6/08,127,6.0,2008,27345239.1128475,44919535.1147304
14325,0.450911,40000000.0,9793496.0,The Express,130,10/10/08,39,7.1,2008,40511465.3523667,9918721.84706354
10900,0.436441,3500000.0,1115493.0,Surveillance,97,2/8/08,35,6.0,2008,3544753.21833208,1129756.40050768
13972,0.436406,16000000.0,50007546.0,The Women,114,9/12/08,60,4.6,2008,16204586.1409466,50646974.1783971
17108,0.432911,10000000.0,22896728.0,Gong fu guan lan,100,2/7/08,32,5.1,2008,10127866.3380916,23189500.0763641
13506,0.427022999999999,2000000.0,38135878.0,ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,123,6/6/08,28,6.7,2008,2025573.26761833,38623507.506977
11802,0.421518,37000000.0,63800345.0,Space Chimps,81,7/17/08,60,5.1,2008,37473105.4509392,64616136.6484135
13279,0.417779,20000000.0,27640028.0,Lakeview Terrace,110,9/19/08,147,5.8,2008,20255732.6761833,27993450.9165111
14073,0.389554,8376800.0,13000000.0,Jodhaa Akbar,213,2/15/08,48,7.8,2008,8483911.07409263,13166226.2395191
